"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value","variantAttributes/3/key","variantAttributes/3/value"
"United States",,"2025-06-18",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","3",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Everything seems perfect, not a scratch or a crack. I ordered it in excellent condition and that is how it came. I didn’t do any further digging into the phone but if anything changes i will give an update update: everything is still going perfectly, although my battery health is 87% not as high as i wish but not terrible","R3L68O26HD2A8K","https://m.media-amazon.com/images/I/51wfrTI4l6L._SY88.jpg","https://m.media-amazon.com/images/I/61HH08T3CtL._SY88.jpg","https://m.media-amazon.com/images/I/61Hlp-ZhHOL._SY88.jpg","https://m.media-amazon.com/images/I/61IKpa+l3aL._SY88.jpg","https://m.media-amazon.com/images/I/61cQ683oPfL._SY88.jpg",,,,"impressed","https://www.amazon.com/gp/customer-reviews/R3L68O26HD2A8K","Reviewed in the United States on June 18, 2025","1012","42",,,"Size: 256GB, Color: Pink, Service Provider: Unlocked, Product grade: Renewed","B0CMT4XDSC","Size","256GB","Color","Pink","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-07-07",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","4",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Exactly it’s every thing I ever wanted it works perfectly","R24WMQ14513SB2","https://m.media-amazon.com/images/I/61aLFPVa-tL._SY88.jpg",,,,,,,,"iPhone 15+","https://www.amazon.com/gp/customer-reviews/R24WMQ14513SB2","Reviewed in the United States on July 7, 2025","1012","42",,,"Size: 128GB, Color: Blue, Service Provider: AT&amp;T, Product grade: Renewed","B0CMT4XDSC","Size","128GB","Color","Blue","Service Provider","AT&amp;T","Product grade","Renewed"
"United States",,"2025-06-13",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","5",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Perfect condition screen isn’t scratched camera is amazing only thing that bothers me is the random dents on the side but you get what you pay for!! Otherwise it’s amazing.","R24749JW8LLC5D",,,,,,,,,"Quality","https://www.amazon.com/gp/customer-reviews/R24749JW8LLC5D","Reviewed in the United States on June 13, 2025","1012","42",,,"Size: 128GB, Color: Pink, Service Provider: Unlocked, Product grade: Renewed","B0CMT4XDSC","Size","128GB","Color","Pink","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-05-08",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","6",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Arrive looking just as good as if I was buying it at my local providers store. It came with a charging block as well as USB-C cable very easy to provision this phone myself and save a good bit of money. I’ve had the phone for six months in absolutely no issues. Batteries, fine, etc. etc..","R1TGBCHPJ2RYTW",,,,,,,,"2","Great deal!","https://www.amazon.com/gp/customer-reviews/R1TGBCHPJ2RYTW","Reviewed in the United States on May 8, 2025","1012","42",,,"Size: 128GB, Color: Black, Service Provider: Unlocked, Product grade: Renewed","B0CMT4XDSC","Size","128GB","Color","Black","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-04-08",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","7",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The product is relatively good. The only issue is that it came with a lot of scratches around the phone's housing. The battery was at 89%, which I think is fairly good, and everything else was fine.","R2CV9NLY2G1E1R",,,,,,,,,"Decent Product with Minor Flaws","https://www.amazon.com/gp/customer-reviews/R2CV9NLY2G1E1R","Reviewed in the United States on April 8, 2025","1012","42",,,"Size: 128GB, Color: Black, Service Provider: Unlocked, Product grade: Renewed","B0CMT4XDSC","Size","128GB","Color","Black","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-04-27",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","8",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Good phone just came with a lot of scratches","R3TDNZGHN8O4NA",,,,,,,,,"Decent","https://www.amazon.com/gp/customer-reviews/R3TDNZGHN8O4NA","Reviewed in the United States on April 27, 2025","1012","42",,,"Size: 128GB, Color: Black, Service Provider: Unlocked, Product grade: Renewed","B0CMT4XDSC","Size","128GB","Color","Black","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-03-09",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","9",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","So far good. Renewed iPhone 98% battery health. Camera is a big upgrade. No wall charger included just a cable. No original box. Arrived when expected. Will update to 5 stars since no half stars in a week or so if stays good.","R3TX23KIV2C26H","https://m.media-amazon.com/images/I/618rBQ5rkJL._SY88.jpg","https://m.media-amazon.com/images/I/71gSRyvdFyL._SY88.jpg","https://m.media-amazon.com/images/I/81SUcGXfB4L._SY88.jpg",,,,,"4","Clean no scratches","https://www.amazon.com/gp/customer-reviews/R3TX23KIV2C26H","Reviewed in the United States on March 9, 2025","1012","42",,,"Size: 128GB, Color: Black, Service Provider: Unlocked, Product grade: Renewed","B0CMT4XDSC","Size","128GB","Color","Black","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-03-15",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","10",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The phone came in great shape works really well I would’ve gave it five stars but the charger didn’t work but overall I’m enjoying my new phone","R1NWXLM9FXDVNL",,,,,,,,,"Green phone","https://www.amazon.com/gp/customer-reviews/R1NWXLM9FXDVNL","Reviewed in the United States on March 15, 2025","1012","42",,,"Size: 256GB, Color: Green, Service Provider: Unlocked, Product grade: Renewed","B0CMT4XDSC","Size","256GB","Color","Green","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-12-15",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","11",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","This is an excellent product. The battery health was 100% and the phone itself works completely great. The only thing I would say about the product is that there is a couple scuffs on the side as well as a faint long scratch in the back. Nothing a case can't fix - as is expected with used phones. The seller was also kind enough to include a card in the package listing a phone number should any issues arise / you need to get in contact with them. The phone also came really quick - the next day it seems from when I ordered it. Great deal!","R29GC6O758OV0A",,,,,,,,"3","Good Phone With Great Battery","https://www.amazon.com/gp/customer-reviews/R29GC6O758OV0A","Reviewed in the United States on December 15, 2024","1012","42",,,"Size: 512GB, Color: Black, Service Provider: Unlocked, Product grade: Renewed","B0CMT4XDSC","Size","512GB","Color","Black","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2023-12-29",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","12",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","So this same phone , color , and storage is around 1300 plus from Apple not to mention if you’re even lucky enough to find it in stock. With that being said I did pay around 200-300 less ,which is a pro , however there is some cons . Cons ; shipping took about 1 week which isn’t long , just long for Amazon . Also phone was refurbished so there was sadly some small knicks on the top of the phone frame but nothing to crazy , screen was almost perfect , had super minor scratches but wouldn’t even be able to see if you cleaned it good and like us had a screen protector , The review that says it wasn’t unlocked is wrong , phone just needed to be brought to Metro or whatever carrier you’re taking it to and they charge 25 plus tax to activate it , Will all that I think those minor inconveniences was worth the 300 dollar discount you get for buying a refurbished phone with Amazon , I hope this review helped . Also my girl loved the phone and the battery life was 100 percent and the storage was the 256 rn indeed .","R2CIKVWZELP4PB",,,,,,,,"34","Price is great , you save 200-300 but …","https://www.amazon.com/gp/customer-reviews/R2CIKVWZELP4PB","Reviewed in the United States on December 29, 2023","1012","42",,,"Size: 256GB, Color: Pink, Service Provider: Unlocked, Product grade: Renewed","B0CMT4XDSC","Size","256GB","Color","Pink","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-03-01",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","13",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Correcto por el precio","R2L2I3VQSQ81YR",,,,,,,,,"Correcto","https://www.amazon.com/gp/customer-reviews/R2L2I3VQSQ81YR","Reviewed in the United States on March 1, 2025","1012","42",,,"Size: 128GB, Color: Blue, Service Provider: Unlocked, Product grade: Renewed","B0CMT4XDSC","Size","128GB","Color","Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-02-03",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","14",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The cell phone came in excellent condition, without any scratches, but the battery life is at 92% which seems very low for a refurbished-excelent","R1690SODVZWMHJ",,,,,,,,,"Good but the battery life was poor","https://www.amazon.com/gp/customer-reviews/R1690SODVZWMHJ","Reviewed in the United States on February 3, 2025","1012","42",,,"Size: 128GB, Color: Blue, Service Provider: Unlocked, Product grade: Renewed","B0CMT4XDSC","Size","128GB","Color","Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-02-07",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","15",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Almost looks brand new!! the phone is in great shape. besides the over heating, everything works fine.","RSJRZS0XWKFDB",,,,,,,,,".","https://www.amazon.com/gp/customer-reviews/RSJRZS0XWKFDB","Reviewed in the United States on February 7, 2025","1012","42",,,"Size: 128GB, Color: Green, Service Provider: Unlocked, Product grade: Renewed","B0CMT4XDSC","Size","128GB","Color","Green","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-01-03",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","16",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","El Telefono al parecer esta bien lo malo es Que no Carga podrian reemplasar el Cable del cargaddor??? Al Telefono le doy 5 Estrellas pero no al cable","R3GWJ023U9YRP2",,,,,,,,,"iPhone 15","https://www.amazon.com/gp/customer-reviews/R3GWJ023U9YRP2","Reviewed in the United States on January 3, 2025","1012","42",,,"Size: 256GB, Color: Black, Service Provider: T-Mobile, Product grade: Renewed","B0CMT4XDSC","Size","256GB","Color","Black","Service Provider","T-Mobile","Product grade","Renewed"
"United States",,"2024-11-21",,"fourStar","https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_1?crid=3GMLZGPMEQ6A4&dib=eyJ2IjoiMSJ9.8VnKvSEvfeTiZ9NxBxln9K-aYKQsc9Eyj7GML81cCPC44pIeeMZ7tFJdxlZsC6Rd5wKhOCj_uRBtvzSW_ACFR3ql79mZgJy2p-Lt5ocjqjNWsuVPb3SPJKOfS30ldumKfjTtCpqJR_RS54HsfNiLW8Xx7LQST5g472aabfPappQvAcriruoC-Rt0ggLZcM7xE0KvELSaWG7r3R0W-n871Kx_fWB7MtMq98AcRP1NNFc.LAhTp6G2W6MI7ZVwicqiZv-o5M_YQ3cpFvlnEzTnbx0&dib_tag=se&keywords=iphone+15+plus&qid=1752827464&sprefix=iphone+15+pl%2Caps%2C441&sr=8-1","false","true","17",,,"B0CMT4XDSC","B0CMT4XDSC","4","https://www.amazon.com/product-reviews/B0CMT4XDSC?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B0CMT4XDSC&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I like it. However, it was sticky and not cleaned well. Also, the cameras have some dents that can be hidden with a cover. The box has a very cheap usb-c charging wire and that's it. It is perfect for a used phone!","R1NZKIEFB8K89W",,,,,,,,"3","Nice iphone overall","https://www.amazon.com/gp/customer-reviews/R1NZKIEFB8K89W","Reviewed in the United States on November 21, 2024","1012","42",,,"Size: 128GB, Color: Black, Service Provider: Unlocked, Product grade: Renewed","B0CMT4XDSC","Size","128GB","Color","Black","Service Provider","Unlocked","Product grade","Renewed"
